1	१
Vividhā	विविधा
Vuttañhetaṃ	वुत्तञ्हेतं
Vuttādhikā	वुत्ताधिका
Vākacīraṃ	वाकचीरं
Vāpitaṃ	वापितं
Vātaṃ	वातं
Vīriyapāramitaṃ	वीरियपारमितं
Yadi	यदि
Yadimassa	यदिमस्स
Yadā	यदा
Yakkho	यक्खो
Yamahaṃ	यमहं
Yamakapāṭihāriyaṃ	यमकपाटिहारियं
Yamakasālānamantare	यमकसालानमन्तरे
Yamhi	यम्हि
Yasmā	यस्मा
Yassa	यस्स
Yathā	यथा
Yathānupubbaṃ	यथानुपुब्बं
Yathāpi	यथापि
Yathāvutteneva	यथावुत्तेनेव
Yato	यतो
Yatohaṃ	यतोहं
Yañca	यञ्च
Yaṃ	यं
Yaṃnūnimaṃ	यंनूनिमं
Ye	ये
Yo	यो
Yā	या
Yāvatā	यावता
a	अ
abbhokāsāvāso	अब्भोकासावासो
abbhuggantvā	अब्भुग्गन्त्वा
abbhutadhamma	अब्भुतधम्म
abbhutadhammaṃ	अब्भुतधम्मं
abbhutā	अब्भुता
abbhācikkhati	अब्भाचिक्खति
abhayo	अभयो
abhibhū	अभिभू
abhidhammadesanāpariyosānañca	अभिधम्मदेसनापरियोसानञ्च
abhidhammakathaṃ	अभिधम्मकथं
abhidhammanayasamuddaṃ	अभिधम्मनयसमुद्दं
abhidhammapiṭakanti	अभिधम्मपिटकन्ति
abhidhammapiṭakaṃ	अभिधम्मपिटकं
abhidhammapiṭake	अभिधम्मपिटके
abhidhammassa	अभिधम्मस्स
abhidhammatantiṃ	अभिधम्मतन्तिं
abhidhammato	अभिधम्मतो
abhidhammañca	अभिधम्मञ्च
abhidhammaṃ	अभिधम्मं
abhidhamme	अभिधम्मे
abhidhammo	अभिधम्मो
abhidhammoti	अभिधम्मोति
abhijāti	अभिजाति
abhikkama	अभिक्कम
abhikkamanti	अभिक्कमन्ति
abhikkantavaṇṇātiādīsu	अभिक्कन्तवण्णातिआदीसु
abhilakkhitātiādīsu	अभिलक्खितातिआदीसु
abhimukho	अभिमुखो
abhinanditabbaṃ	अभिनन्दितब्बं
abhinīhāro	अभिनीहारो
abhiravanti	अभिरवन्ति
abhirūpo	अभिरूपो
abhisaddo	अभिसद्दो
abhisamayo	अभिसमयो
abhisamayā	अभिसमया
abhisambodhi	अभिसम्बोधि
abhisaṅkhataṃ	अभिसङ्खतं
abhisaṅkhatā	अभिसङ्खता
abhissanno	अभिस्सन्नो
abhitthutaguṇo	अभित्थुतगुणो
abhivaditabbaṃ	अभिवदितब्बं
abhivandisuṃ	अभिवन्दिसुं
abhivassanti	अभिवस्सन्ति
abhivinayetiādīsu	अभिविनयेतिआदीसु
abhivādetvāna	अभिवादेत्वान
abhiyācito	अभियाचितो
abhiññatthāya	अभिञ्ञत्थाय
abhiññā	अभिञ्ञा
abhiññābala	अभिञ्ञाबल
abhiññābalamāhariṃ	अभिञ्ञाबलमाहरिं
abhiññābalasampanno	अभिञ्ञाबलसम्पन्नो
abhiññānañca	अभिञ्ञानञ्च
abhiññāpāramiṃ	अभिञ्ञापारमिं
abhiññāsu	अभिञ्ञासु
abhiññātā	अभिञ्ञाता
abhiññāya	अभिञ्ञाय
abhiññāyo	अभिञ्ञायो
abhiṇhaso	अभिण्हसो
abyākataṃ	अब्याकतं
abyākato	अब्याकतो
abyākatā	अब्याकता
abyākatāti	अब्याकताति
acalo	अचलो
acchariyaabbhutadhammappaṭisaṃyuttā	अच्छरियअब्भुतधम्मप्पटिसंयुत्ता
acchariyā	अच्छरिया
acchariyāni	अच्छरियानि
acetanabhāvena	अचेतनभावेन
acinteyyāni	अचिन्तेय्यानि
acinteyyānipi	अचिन्तेय्यानिपि
ada	अद
adaṃsu	अदंसु
addasa	अद्दस
addhā	अद्धा
addhāne	अद्धाने
adhicittasikkhā	अधिचित्तसिक्खा
adhigamanidānadesanānidānasampannassa	अधिगमनिदानदेसनानिदानसम्पन्नस्स
adhigamanidānañca	अधिगमनिदानञ्च
adhigamanidānaṃ	अधिगमनिदानं
adhigantvāva	अधिगन्त्वाव
adhigatavisesena	अधिगतविसेसेन
adhigataṃ	अधिगतं
adhigato	अधिगतो
adhigatābhidhammo	अधिगताभिधम्मो
adhigañchi	अधिगञ्छि
adhigaṇhitvā	अधिगण्हित्वा
adhike	अधिके
adhikāpi	अधिकापि
adhikārena	अधिकारेन
adhikāro	अधिकारो
adhimattadhitimā	अधिमत्तधितिमा
adhimattagatimā	अधिमत्तगतिमा
adhimattasatimā	अधिमत्तसतिमा
adhipati	अधिपति
adhipatipaccayo	अधिपतिपच्चयो
adhipaññāsikkhā	अधिपञ्ञासिक्खा
adhippeto	अधिप्पेतो
adhippāyaṃ	अधिप्पायं
adhippāyena	अधिप्पायेन
adhippāyo	अधिप्पायो
adhisīlasikkhā	अधिसीलसिक्खा
adhivāsentassa	अधिवासेन्तस्स
adhivāsesi	अधिवासेसि
adhiṭṭhahantassa	अधिट्ठहन्तस्स
adhiṭṭhānapāramitā	अधिट्ठानपारमिता
adhiṭṭhānapāramiṃ	अधिट्ठानपारमिं
adhiṭṭhāne	अधिट्ठाने
adhiṭṭhāniddhi	अधिट्ठानिद्धि
adhiṭṭhāya	अधिट्ठाय
adho	अधो
adhokato	अधोकतो
adhomukhaṭhapitaudakaghaṭā	अधोमुखठपितउदकघटा
advejjhamānaso	अद्वेज्झमानसो
advejjhavacano	अद्वेज्झवचनो
adāsi	अदासि
agamāsi	अगमासि
aggahesuṃ	अग्गहेसुं
aggahetvā	अग्गहेत्वा
aggahetvāna	अग्गहेत्वान
aggaphalasukhanti	अग्गफलसुखन्ति
aggaphale	अग्गफले
aggasāvakassa	अग्गसावकस्स
aggasāvakā	अग्गसावका
aggasāvikā	अग्गसाविका
aggaḷadānaṃ	अग्गळदानं
aggidatto	अग्गिदत्तो
aggijālaṃ	अग्गिजालं
aggikkhandhova	अग्गिक्खन्धोव
aggisālāyaṃ	अग्गिसालायं
aggā	अग्गा
aggī	अग्गी
agāmake	अगामके
ahampi	अहम्पि
ahañhi	अहञ्हि
ahaṃ	अहं
ahesuṃ	अहेसुं
ahitāya	अहिताय
ahosi	अहोसि
ahosīti	अहोसीति
ahu	अहु
ajapālamucalindarājāyatanesu	अजपालमुचलिन्दराजायतनेसु
ajapālanigrodharukkhamūle	अजपालनिग्रोधरुक्खमूले
ajaṭākāsaṃ	अजटाकासं
ajinacammaṃ	अजिनचम्मं
ajito	अजितो
ajja	अज्ज
ajjapetaṃ	अज्जपेतं
ajjhesanaṃ	अज्झेसनं
ajjhogāhetvā	अज्झोगाहेत्वा
ajjhositabbaṃ	अज्झोसितब्बं
ajjhotthaṭaṃ	अज्झोत्थटं
ajjhācārapaṭipakkhabhūto	अज्झाचारपटिपक्खभूतो
ajjhāsayaṃ	अज्झासयं
ajjunarukkho	अज्जुनरुक्खो
ajjāpi	अज्जापि
ajānanasippaṃ	अजाननसिप्पं
ajānanto	अजानन्तो
ajānitvāpi	अजानित्वापि
ajātipicchitabbakaṃ	अजातिपिच्छितब्बकं
akathetvā	अकथेत्वा
akatvā	अकत्वा
akilamatthaṃ	अकिलमत्थं
akittibrāhmaṇakāle	अकित्तिब्राह्मणकाले
akkamittha	अक्कमित्थ
akkamitvā	अक्कमित्वा
akkharāni	अक्खरानि
akkhitto	अक्खित्तो
akkhātanti	अक्खातन्ति
akkhātaṃ	अक्खातं
akkhāto	अक्खातो
akkhātoti	अक्खातोति
akkhīnañca	अक्खीनञ्च
akkhīni	अक्खीनि
akusalato	अकुसलतो
akusalavipākato	अकुसलविपाकतो
akusalaṃ	अकुसलं
akusalā	अकुसला
akāraṇaṃ	अकारणं
akāsi	अकासि
alabbhaneyyapatiṭṭhañca	अलब्भनेय्यपतिट्ठञ्च
alabbhaneyyapatiṭṭhā	अलब्भनेय्यपतिट्ठा
alabhiṃ	अलभिं
alagaddagavesī	अलगद्दगवेसी
alagaddapariyesanaṃ	अलगद्दपरियेसनं
alagaddassa	अलगद्दस्स
alagaddatthiko	अलगद्दत्थिको
alagaddaṃ	अलगद्दं
alagaddo	अलगद्दो
alagaddūpamā	अलगद्दूपमा
alaṅkatacaṅkamassa	अलङ्कतचङ्कमस्स
alaṅkatapaṭiyatto	अलङ्कतपटियत्तो
alīnasattukumārakāleti	अलीनसत्तुकुमारकालेति
amaccagaṇaparivuto	अमच्चगणपरिवुतो
amacco	अमच्चो
amakkhetvāva	अमक्खेत्वाव
amaravatiyā	अमरवतिया
amaravatī	अमरवती
amatantaḷe	अमतन्तळे
amatappakāsano	अमतप्पकासनो
amatapānaṃ	अमतपानं
amatassa	अमतस्स
amataṃ	अमतं
ambare	अम्बरे
amhe	अम्हे
amhākaṃ	अम्हाकं
amitabhogaṃ	अमितभोगं
amitā	अमिता
amoghavacanā	अमोघवचना
anamataggova	अनमतग्गोव
anantamaparimāṇaṃ	अनन्तमपरिमाणं
anantarapaccayo	अनन्तरपच्चयो
anantayasaṃ	अनन्तयसं
anantaṃ	अनन्तं
ananto	अनन्तो
anantā	अनन्ता
ananucchavikena	अननुच्छविकेन
anapaloketvā	अनपलोकेत्वा
anapekkhabhāvo	अनपेक्खभावो
anapekkho	अनपेक्खो
anapekkhā	अनपेक्खा
anativattentassa	अनतिवत्तेन्तस्स
anatthaṅgamiteyeva	अनत्थङ्गमितेयेव
anatthiko	अनत्थिको
anatthikā	अनत्थिका
anavajjapiṇḍapariyesanabhāvo	अनवज्जपिण्डपरियेसनभावो
anavajjasaññī	अनवज्जसञ्ञी
anaññātaññassāmītindriyaṃ	अनञ्ञातञ्ञस्सामीतिन्द्रियं
andhakāravelāyaṃ	अन्धकारवेलायं
andhakāraṃ	अन्धकारं
andugharaṃ	अन्दुघरं
andughare	अन्दुघरे
anekajjhāsayānusayacariyādhimuttikā	अनेकज्झासयानुसयचरियाधिमुत्तिका
anekakoṭisatasahassānaṃ	अनेककोटिसतसहस्सानं
anekappakāraṃ	अनेकप्पकारं
anekehi	अनेकेहि
anekesu	अनेकेसु
anekānusandhikaṃ	अनेकानुसन्धिकं
anibbisaṃ	अनिब्बिसं
aniccato	अनिच्चतो
animisasattāhaṃ	अनिमिससत्ताहं
animisehi	अनिमिसेहि
annapānasamāyutaṃ	अन्नपानसमायुतं
annapānena	अन्नपानेन
anojapupphadāmasadisaṃ	अनोजपुप्फदामसदिसं
anomadassī	अनोमदस्सी
anomaṃ	अनोमं
anomo	अनोमो
anomā	अनोमा
anomānadītīre	अनोमानदीतीरे
anotattadahatīre	अनोतत्तदहतीरे
anotattadahaṃ	अनोतत्तदहं
anotattadahe	अनोतत्तदहे
antalikkhe	अन्तलिक्खे
antamaso	अन्तमसो
antarantena	अन्तरन्तेन
antare	अन्तरे
antarāmagge	अन्तरामग्गे
antarāpatti	अन्तरापत्ति
antarāye	अन्तराये
antarāyikā	अन्तरायिका
antarāyāyāti	अन्तरायायाति
antesu	अन्तेसु
anto	अन्तो
antopaṇṇasālāyaṃ	अन्तोपण्णसालायं
antorukkhatā	अन्तोरुक्खता
anubhavamāno	अनुभवमानो
anubhavanto	अनुभवन्तो
anucchavikaṃ	अनुच्छविकं
anucchavikesu	अनुच्छविकेसु
anuciṇṇaṃ	अनुचिण्णं
anukkamena	अनुक्कमेन
anulomamhi	अनुलोमम्हि
anulomapaccanīyamhi	अनुलोमपच्चनीयम्हि
anulomapaccanīye	अनुलोमपच्चनीये
anulomapaccanīyepi	अनुलोमपच्चनीयेपि
anulomapaṭilomasaṅkhepavitthārādivasena	अनुलोमपटिलोमसङ्खेपवित्थारादिवसेन
anulomapaṭṭhāne	अनुलोमपट्ठाने
anulome	अनुलोमे
anulomiko	अनुलोमिको
anumodanaṃ	अनुमोदनं
anumodentānaṃ	अनुमोदेन्तानं
